name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
Старший системный администратор (код: SU-SA),,,2000.0,USD,Москва,2005-08-22T17:32:12+0400
Системный администратор (код: U-SA),,,1500.0,USD,Москва,2005-08-22T17:35:14+0400
Инженер по голосовой связи,,,,,Москва,2005-08-22T17:42:16+0400
Системный администратор (код: W-SA),,,1500.0,USD,Москва,2005-08-22T17:46:01+0400
Контент менеджер. Редактор Интернет проекта.,,,700.0,USD,Москва,2005-08-22T18:21:15+0400
Руководитель проекта внедрения специализированной ИСУ розничной сетью non-food,,,5000.0,USD,Москва,2005-08-22T18:25:25+0400
Presale Manager,,,1200.0,USD,Москва,2005-08-22T18:25:25+0400
Менеджер отдела продаж,,,2000.0,USD,Москва,2005-08-22T19:29:46+0400
PR-менеджер в  области IT/telecom,,,1500.0,USD,Москва,2005-08-22T20:51:46+0400
Руководитель крупного ERP-проекта,,,6500.0,USD,Москва,2005-08-23T08:32:18+0400
Технический писатель,,,,,Москва,2005-08-23T09:24:47+0400
Менеджер по продажам компьютерной техники,,,,,Москва,2005-08-23T09:48:26+0400
ABAP Programmer,,,2500.0,USD,Москва,2005-08-23T09:54:34+0400
Product Manager (retail),,,,,Россия,2005-08-23T09:57:00+0400
Программист C++,,,1200.0,USD,Москва,2005-08-23T10:06:23+0400
Инженер-тестировщик программного обеспечения,,,800.0,USD,Москва,2005-08-23T10:07:53+0400
Старший программист С++,,,1400.0,USD,Москва,2005-08-23T10:09:44+0400
E-champ expert,,,,,Москва,2005-08-23T10:19:18+0400
Senior Software Engineer,,,,,Москва,2005-08-23T10:33:48+0400
Data Warehouse Specialist,,,,,Москва,2005-08-23T10:33:48+0400
Программист 1С,,,1000.0,USD,Москва,2005-08-23T10:42:56+0400
IT специалист,,,,,Москва,2005-08-23T11:10:11+0400
Менеджер проекта,,,1200.0,USD,Москва,2005-08-23T11:20:35+0400
Amdocs Application Consultant,,,,,Москва,2005-08-23T11:32:28+0400
Micromuse Consultant,,,,,Москва,2005-08-23T11:32:28+0400
Project Manager (fixed/mobile carriers),,,3500.0,USD,Москва,2005-08-23T11:32:28+0400
"3д моделлер, аниматор, дизайнер",,,2000.0,USD,Москва,2005-08-23T11:43:08+0400
Account Manager - Golden Telecom,,,,,Москва,2005-08-23T11:45:47+0400
Маркетолог- аналитик,,,800.0,USD,Москва,2005-08-23T11:46:33+0400
Ведущий специалист отдела сопровождения программных средств филиалов,,,1500.0,USD,Москва,2005-08-23T12:08:03+0400
Специалист по технической поддержке (Крупная западная компания),,,1000.0,USD,Москва,2005-08-23T12:18:50+0400
Ведущий .NET программист на C#,,,,,Москва,2005-08-23T12:20:35+0400
Начальник отдела инженерных систем,,,2000.0,USD,Москва,2005-08-23T13:30:20+0400
Программист,,,1000.0,USD,Москва,2005-08-23T13:30:23+0400
Руководитель проектов/инженера по комплексным системам безопасности,,,1500.0,USD,Москва,2005-08-23T13:31:20+0400
Руководитель проектов/инженера по презентационным (мультимедиа) системам,,,1500.0,USD,Москва,2005-08-23T13:32:07+0400
"Консультант по модулю SD, ММ системы SAP R/3",,,,,Москва,2005-08-23T13:59:01+0400
Technology Head,,,,,Москва,2005-08-23T14:02:10+0400
Ведущий специалист по развитию бизнеса,,,1200.0,USD,Москва,2005-08-23T14:12:37+0400
Системный администратор,,,800.0,USD,Москва,2005-08-23T14:13:52+0400
Cервис-менеджер,,,1200.0,USD,Москва,2005-08-23T14:14:24+0400
Cервис-менеджер,,,1200.0,USD,Москва,2005-08-23T14:14:46+0400
Тестировщик,,,1500.0,USD,Москва,2005-08-23T14:37:16+0400
Менеджер  по работе с операторами и провайдерами сотовой связи,,,1500.0,USD,Москва,2005-08-23T14:50:10+0400
Пресейл-инженер по Alcatel,,,2000.0,USD,Москва,2005-08-23T15:00:24+0400
Начальник системного отдела,,,2500.0,USD,Москва,2005-08-23T15:02:30+0400
Менеджер по работе с заказчиками,,,,,Москва,2005-08-23T15:14:59+0400
Специалист службы Helpdesk,,,1000.0,USD,Москва,2005-08-23T16:22:38+0400
Программист,,,800.0,USD,Москва,2005-08-23T16:33:51+0400
Системный аналитик,,,,,Москва,2005-08-23T17:04:09+0400
IT support specialist,,,1500.0,USD,Москва,2005-08-23T17:04:31+0400
Маркетолог,,,,,Москва,2005-08-23T17:09:10+0400
Менеджер по продажам ИТ-решений,,,,,Москва,2005-08-23T17:09:10+0400
"Аналитик (SQL, Oracle)",,,,,Москва,2005-08-23T17:09:34+0400
Бизнес аналитик,,,,,Москва,2005-08-23T17:09:39+0400
Инженер связи,,,,,Москва,2005-08-23T17:10:00+0400
Аналитик,,,,,Москва,2005-08-23T17:11:48+0400
Системный администратор в компьютерную компанию,,,,,Москва,2005-08-23T17:13:37+0400
Программист - разработчик в крупную компанию,,,1000.0,USD,Москва,2005-08-23T17:13:51+0400
Специалист по поддержке и развитию ERP системы,,,1000.0,USD,Москва,2005-08-23T17:14:08+0400
Специалист технической поддержки,,,1000.0,USD,Москва,2005-08-23T17:14:44+0400
Ремонтник по видеокартам,,,,,Москва,2005-08-23T17:19:02+0400
Программист Axapta (с обучением),,,1000.0,USD,Москва,2005-08-23T17:33:15+0400
Руководитель отдела региональных продаж (региональный менеджер) в крупную компанию-дистрибутор компьютерной техники,,,,,Москва,2005-08-23T17:40:52+0400
Специалист по сбору информации в аналитический отдел,,,600.0,USD,Москва,2005-08-23T17:48:46+0400
Dfcfghghjj,,,,,Москва,2005-08-23T17:55:46+0400
Руководитель сервисного отдела,,,1500.0,USD,Москва,2005-08-23T18:13:13+0400
System Analyst – Advanced Loan System,,,,,Москва,2005-08-23T18:14:36+0400
System Analyst,,,,,Москва,2005-08-23T18:17:20+0400
Специалист отдела тестирования,,,800.0,USD,Москва,2005-08-23T19:07:03+0400
Ведущий Java-программист,,,1500.0,USD,Москва,2005-08-23T19:11:47+0400
Специалист отдела тестирования,,,800.0,USD,Москва,2005-08-23T19:15:35+0400
Ведущий Java-программист,,,1500.0,USD,Москва,2005-08-23T19:16:39+0400
Java-программист,,,1000.0,USD,Москва,2005-08-23T19:17:37+0400
Senior C++ Developer (Web Services),,,2000.0,USD,Москва,2005-08-23T19:17:57+0400
C++/C# программист,,,,,Москва,2005-08-23T19:18:48+0400
Технический верстальщик,,,,,Москва,2005-08-23T19:21:54+0400
Разработчик пользовательских интерфейсов,,,,,Москва,2005-08-23T19:23:08+0400
Дизайнер/верстальщик/монтажист/специалист по пре-пресс,,,,,Москва,2005-08-23T21:02:35+0400
Web-дизайнер,,,800.0,USD,Москва,2005-08-24T09:35:02+0400
Системный аналитик,,,,,Москва,2005-08-24T09:53:25+0400
Системный администратор,,,2200.0,USD,Москва,2005-08-24T09:56:39+0400
Менеджер по продуктам,,,,,Москва,2005-08-24T10:07:48+0400
Бизнес-аналитик,,,,,Москва,2005-08-24T10:27:58+0400
Разработчик  Access,,,1000.0,USD,Москва,2005-08-24T10:51:48+0400
Специалист отдела информационной безопасности,,,,,Москва,2005-08-24T11:03:02+0400
Сервис-инженер по медтехнике для технического обслуживания,,,,,Москва,2005-08-24T11:09:08+0400
Менеджер проектов (внедрение),,,1500.0,USD,Москва,2005-08-24T11:09:25+0400
Топ-менеджер по продажам медицинского оборудования,,,,,Москва,2005-08-24T11:09:28+0400
Менеджер по купле-продаже медтехники и медицинского оборудования,,,,,Москва,2005-08-24T11:09:44+0400
Системный администратор,,,1200.0,USD,Москва,2005-08-24T11:28:23+0400
Java Developer,,,,,Москва,2005-08-24T11:44:48+0400
Руководитель проектов,,,,,Москва,2005-08-24T11:45:23+0400
Руководитель проекта,,,,,Москва,2005-08-24T11:48:19+0400
Руководитель проектов на 1С,,,,,Москва,2005-08-24T11:48:43+0400
Руководитель проектов по SAP R3,,,,,Москва,2005-08-24T11:49:11+0400
РУКОВОДИТЕЛЬ WEB-ПРОЕКТА.,,,1500.0,USD,Москва,2005-08-24T11:51:38+0400
Стажер SAP HR,,,,,Москва,2005-08-24T11:54:28+0400
Системный администратор,,,1000.0,USD,Москва,2005-08-24T11:56:22+0400
Системный администратор,,,600.0,USD,Москва,2005-08-24T11:58:57+0400
Локализатор,,,,,Москва,2005-08-24T12:26:53+0400
Менеджер по корпоративным продажам электронных образовательных программ,,,1500.0,USD,Москва,2005-08-24T12:27:39+0400
Менеджер по продажам,,,1500.0,USD,Санкт-Петербург,2005-08-24T12:47:33+0400
Менеджер по маркетингу рынка корпоративных клиентов,,,,,Москва,2005-08-24T12:50:54+0400
Менеджер по работе с региональными партнерами,,,,,Москва,2005-08-24T12:55:02+0400
ИТ-директор,,,1500.0,USD,Москва,2005-08-24T13:06:39+0400
Программист C++ (код: C++ D-F1),,,1200.0,USD,Москва,2005-08-24T13:17:15+0400
Инженер службы технической поддержки,,,500.0,USD,Москва,2005-08-24T13:52:34+0400
Системный архитектор,,,3000.0,USD,Москва,2005-08-24T13:57:18+0400
Руководитель отдела информационных бизнес-систем,,,,,Москва,2005-08-24T14:25:19+0400
Программист 1С,,,1500.0,USD,Москва,2005-08-24T14:31:33+0400
Аналитик по вопросам эффективности системы управления холдингом,,,1800.0,USD,Москва,2005-08-24T14:32:53+0400
Менеджер по работе с клиентами (Интернет-маркетинг),,,1200.0,USD,Москва,2005-08-24T14:36:49+0400
Веб-дизайнер,,,,,Москва,2005-08-24T14:39:53+0400
"HTML-верстальщик, веб-мастер",,,600.0,USD,Москва,2005-08-24T14:39:53+0400
Руководитель IT-отдела г. Волгоград,,,1000.0,USD,Волгоград,2005-08-24T14:57:07+0400
Разработчик (PowerBuilder + Sybase),,,1800.0,USD,Москва,2005-08-24T15:00:30+0400
Менеджер проекта  (Java приложения и игры (J2ME),,,1000.0,USD,Москва,2005-08-24T15:32:25+0400
Ведущий разработчик приложений Lotus Notes/Domino,,,1500.0,USD,Москва,2005-08-24T15:46:30+0400
Technical Writer,,,1500.0,USD,Санкт-Петербург,2005-08-24T15:50:22+0400
Программист БД Access,,,1000.0,USD,Москва,2005-08-24T15:56:17+0400
Электромонтажник,,,,,Москва,2005-08-24T15:59:34+0400
Менеджер по закупкам,,,,,Москва,2005-08-24T16:52:54+0400
Программист,,,1200.0,USD,Москва,2005-08-24T17:00:25+0400
EU Intranet Infrastructure Technician,,,,,Москва,2005-08-24T17:44:47+0400
Аналитик,,,,,Москва,2005-08-24T17:45:53+0400
EU Internet Infrastructure Specialist,,,,,Москва,2005-08-24T17:55:26+0400
Notes / Domino Infrastructure Support Technician /Specialist,,,,,Москва,2005-08-24T17:59:02+0400
EUT Support Specialist (Directory Support),,,,,Москва,2005-08-24T18:03:24+0400
EUT Support Specialist (Knowledge management tools and document archiving support),,,,,Москва,2005-08-24T18:09:14+0400
NMC Technician,,,,,Москва,2005-08-24T18:14:38+0400
Senior Unix Developer (Perl),,,2500.0,USD,Москва,2005-08-24T18:24:01+0400
Специалист по введению нормативно-справочной информации,,,,,Москва,2005-08-24T18:43:50+0400
"Sales manager , менеджер по продажам в крупную компанию - дистрибутор компьютерной техники",,,,,Москва,2005-08-24T19:09:02+0400
Менеджер по работе с клиентами / менеджер по продажам  (интернет-проекты),,,800.0,USD,Москва,2005-08-24T23:22:19+0400
Построй Глобальную IT карьеру в Марс,,,,,Москва,2005-08-25T01:42:52+0400
Ведущий программист,,,1200.0,USD,Москва,2005-08-25T09:57:58+0400
Инженер-проектировщик,,,800.0,USD,Москва,2005-08-25T09:59:48+0400
"Программист C, Delphi",,,800.0,USD,Москва,2005-08-25T10:08:04+0400
"Программист MS Visual C++ , SQL",,,800.0,USD,Москва,2005-08-25T10:08:04+0400
Ведущий инженер,,,1200.0,USD,Москва,2005-08-25T10:09:44+0400
Web-дизайнер,,,,,Москва,2005-08-25T10:16:59+0400
Менеджер по налогообложению (Tax Manager),,,,,Киев,2005-08-25T10:17:07+0400
Системный администратор,,,1500.0,USD,Москва,2005-08-25T10:22:06+0400
Программист клиент-серверных приложений,,,1500.0,USD,Москва,2005-08-25T10:22:07+0400
Менеджер по продажам в  отдел по работе с региональными операторами связи,,,,,Москва,2005-08-25T10:28:23+0400
Менеджер по продаже телекоммуникационных услуг (корпоративный отдел),,,,,Москва,2005-08-25T10:28:48+0400
Руководитель представительства CBOSS в Индонезии,,,5000.0,USD,Москва,2005-08-25T10:49:11+0400
Программист .NET,,,,,Москва,2005-08-25T10:51:10+0400
Тест инженер,,,400.0,USD,Киев,2005-08-25T11:01:28+0400
Руководитель отдела продаж ПО,,,600.0,USD,Киев,2005-08-25T11:01:28+0400
Системный администратор,,,350.0,USD,Киев,2005-08-25T11:01:29+0400
Менеджер по продажам,,,500.0,USD,Киев,2005-08-25T11:01:29+0400
Руководитель отдела продаж,,,600.0,USD,Киев,2005-08-25T11:01:29+0400
Руководитель Web проектов,,,,,Киев,2005-08-25T11:09:16+0400
PHP программист,,,,,Киев,2005-08-25T11:22:10+0400
Специалист по внедрению ПО,,,1600.0,USD,Москва,2005-08-25T11:24:17+0400
Руководитель проекта внедрения ПО,,,1500.0,USD,Москва,2005-08-25T11:26:49+0400
Java developer,,,1500.0,USD,Москва,2005-08-25T11:35:30+0400
Финансовый директор,,,,,Москва,2005-08-25T11:39:11+0400
Бизнес-аналитик,,,,,Москва,2005-08-25T11:53:56+0400
"Программист SQL (В-инфо: ""Оптималь"")",,,1500.0,USD,Москва,2005-08-25T12:00:42+0400
Специалист по ГИС  (GIS_SL),,,800.0,USD,Москва,2005-08-25T12:04:51+0400
Программист (D_SAP),,,1400.0,USD,Москва,2005-08-25T12:04:51+0400
Консультант-стажер (SAP_SS),,,800.0,USD,Москва,2005-08-25T12:04:51+0400
Руководитель проектов по внедрению SAP R/3 (R3_S),,,,,Москва,2005-08-25T12:04:51+0400
Менеджер по продажам ( CRM _ SL ),,,,,Москва,2005-08-25T12:04:51+0400
Руководитель проектов по внедрению SAP R/3 (R3_F),,,,,Москва,2005-08-25T12:04:52+0400
Web программист .NET (P_CRM),,,1600.0,USD,Москва,2005-08-25T12:04:52+0400
Аналитик 1С/Бухгалтерия,,,,,Москва,2005-08-25T12:18:23+0400
СПЕЦИАЛИСТ ГРУППЫ  ПОДДЕРЖКИ ПРИЛОЖЕНИЙ,,,,,Москва,2005-08-25T12:28:34+0400
LOTUS NOTES АДМИНИСТРАТОР,,,,,Москва,2005-08-25T12:28:35+0400
ИНЖЕНЕР ПО ПОДДЕРЖКЕ ГЛОБАЛЬНОЙ СЕТИ,,,,,Москва,2005-08-25T12:28:36+0400
АНАЛИТИК БИЗНЕС-ПРОЦЕССОВ РОЗНИЧНОГО БИЗНЕСА,,,,,Москва,2005-08-25T12:28:37+0400
Бизнес Аналитик,,,2500.0,USD,Москва,2005-08-25T12:33:57+0400
Программист-аналитик,,,,,Москва,2005-08-25T12:46:34+0400
Программист-аналитик,,,,,Москва,2005-08-25T12:46:36+0400
Программист 1С,,,1200.0,USD,Москва,2005-08-25T12:49:30+0400
Менеджер по внедрению (код: IM-F1),,,,,Москва,2005-08-25T12:59:25+0400
Системный администратор,,,,,Москва,2005-08-25T13:13:43+0400
Младший разработчик Microsoft.NET,,,,,Москва,2005-08-25T13:14:13+0400
Ведущий разработчик .NET,,,1500.0,USD,Москва,2005-08-25T13:14:34+0400
Аналитик проекта Дирекции по стратегическому развитию (г. Новокузнецк),,,3000.0,USD,Москва,2005-08-25T13:56:23+0400
Аналитик проекта Дирекции по стратегическому развитию,,,3000.0,USD,Кемерово,2005-08-25T13:56:23+0400
"Key accоunt (VIP клиенты). Код вакансии: ""ТН-ПКМ""",,,3000.0,USD,Москва,2005-08-25T14:07:06+0400
"Ведущий разработчик приложений на платформе Documentum (В-док: ""Оптималь"")",,,1800.0,USD,Москва,2005-08-25T14:17:20+0400
Руководитель отдела программного обеспечения,,,,,Москва,2005-08-25T14:28:29+0400
"Руководитель группы Интернет-проектов (интернет-маркетинг) (Рук-Ал: ""Оптималь"")",,,2000.0,USD,Москва,2005-08-25T14:53:14+0400
"Руководитель ритейл проекта (вакансия БЛМ-Консорт, код позиции - ST)",,,,,Москва,2005-08-25T14:58:02+0400
Программист -разработчик ABAP/4,,,,,Россия,2005-08-25T15:00:51+0400
SAP-консультант (HR),,,,,Россия,2005-08-25T15:02:16+0400
Системный администратор,,,1100.0,USD,Москва,2005-08-25T15:16:21+0400
Системный администратор,,,1100.0,USD,Москва,2005-08-25T15:16:49+0400
Менеджер по работе со стратегическими партнерами,,,3500.0,USD,Москва,2005-08-25T16:04:27+0400
Администратор Oracle Applications,,,,,Киев,2005-08-25T16:30:00+0400
Функциональный тестировщик-стажер,,,,,Киев,2005-08-25T16:30:01+0400
Менеджер проекта,,,,,Киев,2005-08-25T16:30:03+0400
Flash разработчик,,,,,Киев,2005-08-25T16:30:03+0400
Программист 1С,,,,,Москва,2005-08-25T16:33:24+0400
Специалист по POS-терминалам,,,700.0,USD,Москва,2005-08-25T16:41:27+0400
IT-специалист,,,700.0,USD,Москва,2005-08-25T16:41:28+0400
Web-мастер,,,,,Москва,2005-08-25T16:59:12+0400
Консультант по внедрению корпоративных информационных систем,,,1000.0,USD,Санкт-Петербург,2005-08-25T16:59:44+0400
Специалист по технической поддержке,,,,,Москва,2005-08-25T17:14:51+0400
Менеджер по поддержке и развитию Интернет-представительства Компании,,,1500.0,USD,Москва,2005-08-25T17:15:00+0400
Главный специалист отдела мониторинга и анализа рынка,,,1800.0,USD,Москва,2005-08-25T17:23:32+0400
Программист 1С,,,1200.0,USD,Москва,2005-08-25T17:45:47+0400
WEB-мастер/программист,,,,,Москва,2005-08-25T19:38:38+0400
Администратор сети,,,1000.0,USD,Москва,2005-08-25T20:28:10+0400
Программист Axapta,,,1500.0,USD,Москва,2005-08-26T08:50:09+0400
Специалист отдела продаж,,,1000.0,USD,Москва,2005-08-26T09:25:05+0400
РАЗРАБОТЧИК ХРАНИЛИЩ ДАННЫХ,,,800.0,USD,Москва,2005-08-26T09:33:23+0400
Тренер Учебного центра (IT-технологии),,,700.0,USD,Москва,2005-08-26T09:33:23+0400
Менеджер по работе с ключевыми клиентами (крупные и средние банки),,,2000.0,USD,Москва,2005-08-26T09:33:23+0400
Ведущий инженер по тестированию Web-приложений,,,1300.0,USD,Москва,2005-08-26T09:33:23+0400
Сервис-инженер,,,700.0,USD,Москва,2005-08-26T09:43:53+0400
Начальник Сервисной Службы,,,,,Москва,2005-08-26T09:44:35+0400
Ведущий специалист Отдела стандартов и качества,,,2000.0,USD,Москва,2005-08-26T10:06:50+0400
Программист баз данных/ Аналитик,,,1700.0,USD,Москва,2005-08-26T10:24:23+0400
Inside Service Sales Representative,,,,,Москва,2005-08-26T11:16:28+0400
Field Solution Manager,,,,,Москва,2005-08-26T11:16:28+0400
Field Service Engineer,,,,,Москва,2005-08-26T11:16:28+0400
Field Service Engineer,,,,,Новосибирск,2005-08-26T11:16:28+0400
Инженер по комьютерному оборудованию,,,,,Москва,2005-08-26T11:16:44+0400
Инженер входного контроля,,,740.0,USD,Москва,2005-08-26T11:18:57+0400
Менеджер по продажам/ по работе с корпоративными клиентами,,,1500.0,USD,Москва,2005-08-26T11:26:01+0400
Специалист по техническому обслуживанию терминалов,,,600.0,USD,Москва,2005-08-26T11:49:16+0400
Инженер технической поддержки,,,500.0,USD,Москва,2005-08-26T12:10:06+0400
Технический писатель,,,,,Киев,2005-08-26T12:17:09+0400
Руководитель Интернет-проекта/Маркетолог,,,,,Москва,2005-08-26T12:31:42+0400
Программист 1С,,,1200.0,USD,Россия,2005-08-26T12:33:34+0400
"Sales-manager, менеджер по продажам в компанию-дистрибьютор компьютерной техники.",,,1500.0,USD,Москва,2005-08-26T12:34:46+0400
Менеджер по развитию проекта/Редактор,,,,,Москва,2005-08-26T12:35:04+0400
"Консультант по поддержке и развитию ERP-системы (Navision), специалист по поддержке пользователей",,,1300.0,USD,Москва,2005-08-26T12:41:29+0400
Ведущий инженер по решениям IP телефонии /  центрам обработки вызовов,,,,,Москва,2005-08-26T13:11:49+0400
Менеджер проекта/маркетолог ( SMS-маркетинг),,,,,Москва,2005-08-26T13:21:05+0400
Руководитель технического отдела в IT-компанию,,,1500.0,USD,Москва,2005-08-26T13:38:29+0400
Network Administrator,,,,,Москва,2005-08-26T13:41:04+0400
PR-менеджер,,,,,Москва,2005-08-26T13:58:01+0400
Менеджер по рекламе,,,,,Москва,2005-08-26T13:59:13+0400
Аналитик в области телекоммуникаций,,,1800.0,USD,Москва,2005-08-26T14:00:40+0400
Инженер биллинговой системы,,,1200.0,USD,Москва,2005-08-26T14:01:35+0400
Buyer Technical Services,,,,,Москва,2005-08-26T14:11:02+0400
Старший системный администратор,,,1500.0,USD,Москва,2005-08-26T14:13:00+0400
Программист/разработчик C#,,,1300.0,USD,Москва,2005-08-26T14:17:29+0400
Software Engineer Java Mobile Platforms,,,,,Санкт-Петербург,2005-08-26T14:33:07+0400
Системный аналитик,,,,,Санкт-Петербург,2005-08-26T14:36:16+0400
Perl/Unix программист на изучение J2EE,,,,,Санкт-Петербург,2005-08-26T14:39:38+0400
Старший разработчик C#,,,,,Санкт-Петербург,2005-08-26T14:54:31+0400
Software Architect,,,,,Москва,2005-08-26T14:54:50+0400
PHP- программист,,,1500.0,USD,Москва,2005-08-26T15:57:46+0400
Системный администратор,,,,,Москва,2005-08-26T15:58:46+0400
Менеджер по реализации проектов (IT-направление),,,,,Москва,2005-08-26T16:22:01+0400
Начальник отдела инженерных систем,,,2000.0,USD,Москва,2005-08-26T16:24:32+0400
Руководитель проектов/инженера по комплексным системам безопасности,,,1500.0,USD,Москва,2005-08-26T16:25:21+0400
Руководитель проектов/инженера по презентационным (мультимедиа) системам,,,1500.0,USD,Москва,2005-08-26T16:26:09+0400
Тестер ПО,,,400.0,USD,Москва,2005-08-26T16:34:24+0400
Пограммист С++,,,1500.0,USD,Москва,2005-08-26T16:59:09+0400
Java программист (код: JJD-Re),,,900.0,USD,Москва,2005-08-26T17:00:58+0400
Руководитель группы.,,,2000.0,USD,Москва,2005-08-26T17:32:23+0400
Программист C++,,,,,Москва,2005-08-26T17:35:06+0400
Web-программист,,,,,Москва,2005-08-26T17:36:55+0400
Специалист по Системе менеджмента качества,,,,,Москва,2005-08-26T17:43:45+0400
"Сотрудник в отдел продаж, маркетолог",,,800.0,USD,Москва,2005-08-26T17:46:07+0400
Менеджер по работе со стратегическими клиентами / Эккаунт - менеджер,,,,,Москва,2005-08-26T17:54:00+0400
Старший Менеджер отдела конкурсной документации в крупную IT-компанию,,,,,Москва,2005-08-26T18:10:47+0400
Специалист отдела продаж,,,1000.0,USD,Москва,2005-08-26T18:12:28+0400
Бизнес/Системный аналитик (код: FB/SA-Re),,,,,Москва,2005-08-26T18:24:14+0400
Системный администратор (код: W-SA),,,1500.0,USD,Москва,2005-08-26T18:25:58+0400
Системный администратор (код: U-SA),,,1500.0,USD,Москва,2005-08-26T18:28:12+0400
Специалист по работе с корпоративными клиентами в Московской области,,,650.0,USD,Москва,2005-08-26T18:35:29+0400
Старший системный администратор (код: SU-SA),,,2000.0,USD,Москва,2005-08-26T18:38:58+0400
Бизнес-консультант (код: BC-BO-F),,,3000.0,USD,Москва,2005-08-26T18:42:37+0400
Менеджер по продажам в Московской области,,,700.0,USD,Москва,2005-08-26T18:44:41+0400
Программист VB (код: VBCD-F1),,,1200.0,USD,Москва,2005-08-26T18:46:53+0400
Java программист (код: JD-Re),,,1300.0,USD,Москва,2005-08-26T18:49:41+0400
Координатор проекта,,,,,Москва,2005-08-26T18:49:46+0400
"Программист C++, SQL (код: CSQL-LS)",,,1400.0,USD,Москва,2005-08-26T18:51:12+0400
"Администратор БД, программист (код: DBA-LS)",,,1400.0,USD,Москва,2005-08-26T18:52:59+0400
Менеджер по продажам (код: SM),,,2500.0,USD,Москва,2005-08-26T18:55:18+0400
Старший бизнес-аналитик (SBC- F1),,,3000.0,USD,Москва,2005-08-26T18:58:36+0400
Тестировщик (QA- Re),,,700.0,USD,Москва,2005-08-26T19:00:22+0400
Программист C++ (код: C++ D-F1),,,1200.0,USD,Москва,2005-08-26T19:02:04+0400
Менеджер по регламентации бизнес-процессов,,,1500.0,USD,Москва,2005-08-27T16:55:22+0400
Sales менеджер,,,,,Москва,2005-08-27T23:48:41+0400
Программист Axapta (с обучением),,,1000.0,USD,Москва,2005-08-28T15:38:55+0400
Java програмист,,,,,Новосибирск,2005-08-29T08:20:56+0400
Квалифицированный web программист,,,,,Новосибирск,2005-08-29T08:23:34+0400
Cпециалист по информационным системам,,,,,Москва,2005-08-29T08:29:17+0400
Разработчик SMS-сервисов,,,2000.0,USD,Москва,2005-08-29T09:18:32+0400
Дизайнер интерфейсов,,,1500.0,USD,Москва,2005-08-29T09:32:20+0400
IT Leader ECE/MEA,,,,,Москва,2005-08-29T09:40:28+0400
"Systems Programmer, #485590",,,,,Санкт-Петербург,2005-08-29T09:48:29+0400
"Systems Programmer, #485595",,,,,Санкт-Петербург,2005-08-29T09:52:12+0400
Программист Delphi,,,1200.0,USD,Москва,2005-08-29T09:58:18+0400
Программист Delphi/Oracle,,,1300.0,USD,Москва,2005-08-29T09:58:18+0400
"Systems Programmer, # 485597",,,,,Санкт-Петербург,2005-08-29T09:59:51+0400
Начальник информационно-аналитического отдела,,,2500.0,USD,Москва,2005-08-29T10:01:05+0400
Стажер (дирекция по связям с общественностью),,,200.0,USD,Москва,2005-08-29T10:03:23+0400
Системный аналитик-архитектор/Главный специалист IT-департамента (RT-1067-RM-ГС),,,,,Москва,2005-08-29T10:10:16+0400
"Разработчик OLAP приложений (Java, СУБД Oracle) (RT-1068- RM-OL)",,,,,Москва,2005-08-29T10:10:17+0400
Специалист по компьютерным сетям,,,,,Москва,2005-08-29T10:17:28+0400
Консультант по внедрению CRM,,,1300.0,USD,Москва,2005-08-29T10:22:26+0400
Программист-разработчик AXAPTA,,,2500.0,USD,Москва,2005-08-29T10:22:26+0400
Программист 1С (бухгалтерский учет) (код вакансии: ОТС-2Б),,,,,Москва,2005-08-29T10:30:34+0400
Специалист по технической поддержке,,,600.0,USD,Москва,2005-08-29T10:30:35+0400
Системный администратор (код вакансии: ОСР),,,1000.0,USD,Москва,2005-08-29T10:30:35+0400
GPRS/UMTS support Engineer (IK - LA - GPRS),,,,,Москва,2005-08-29T10:44:17+0400
NSS TAC Engineer (IK - LA - NSSE),,,,,Москва,2005-08-29T10:44:17+0400
Software Integration & Service Engineer (IK - LA - SE),,,,,Москва,2005-08-29T10:44:17+0400
Intelligent network technical assistance engineer (IK - LA - TAE),,,,,Москва,2005-08-29T10:44:17+0400
IT Business Analyst (IK-R-BAIT),,,3000.0,USD,Москва,2005-08-29T10:44:17+0400
Инженер по серверам IBM,,,1700.0,USD,Москва,2005-08-29T10:59:48+0400
Сотрудник отдела продаж,,,,,Москва,2005-08-29T11:05:28+0400
Программист 1С 8.0,,,,,Москва,2005-08-29T11:07:04+0400
Менеджер по закупкам IT-оборудования,,,1500.0,USD,Москва,2005-08-29T11:25:25+0400
Ведущий специалист Управления банковских технологий (аналитик),,,,,Москва,2005-08-29T11:37:13+0400
Аналитик по продажам,,,1000.0,USD,Москва,2005-08-29T11:38:40+0400
Асситент Регионального менеджера,,,1500.0,USD,Москва,2005-08-29T11:45:17+0400
SEO-оптимизатор,,,1000.0,USD,Москва,2005-08-29T11:45:39+0400
Директор филиала (Тюмень).,,,,,Тюмень,2005-08-29T11:48:47+0400
Технолог-Аналитик,,,2800.0,USD,Москва,2005-08-29T12:20:38+0400
Программист C++,,,1200.0,USD,Москва,2005-08-29T12:34:57+0400
Инженер-тестировщик программного обеспечения,,,800.0,USD,Москва,2005-08-29T12:35:21+0400
Старший программист С++,,,1400.0,USD,Москва,2005-08-29T12:35:48+0400
Менеджер проекта по внедрению ПО,,,,,Москва,2005-08-29T12:50:16+0400
